Component 1,CAS-RN 1,Component 2,CAS-RN 2,Liquid Fraction 1 (mol/mol),Temperature (°C),Liquid Fraction 2 (mol/mol),Pressure EXP (bar),SMILES 1,SMILES 2,Pressure PRED (bar),OriginalIndex,Fold,Replicate
h2s,7783-06-4,carbon-disulfide,75-15-0,0.6038,25,0.3962,13.79,S,C(=S)=S,19.378307,155,1,3
h2s,7783-06-4,DMSO,67-68-5,0.299,50,0.7010000000000001,2.26,S,CS(=O)C,10.187416,20,1,3
h2s,7783-06-4,DMF,68-12-2,0.271,50,0.729,8.46,S,CN(C)C=O,9.019848,45,1,3
h2s,7783-06-4,"n,n-dimethylacetamide",127-19-5,0.121,40,0.879,1.5,S,CC(=O)N(C)C,2.5999718,61,1,3
h2s,7783-06-4,m-xylene,108-38-3,0.3139,38,0.6860999999999999,7.7911,S,CC1=CC(=CC=C1)C,12.1972885,48,1,3
h2s,7783-06-4,carbon-disulfide,75-15-0,0.2172,50,0.7827999999999999,11.24,S,C(=S)=S,2.128353,158,1,3
h2s,7783-06-4,benzene,71-43-2,0.398,50,0.602,12.2,S,C1=CC=CC=C1,16.41568,75,1,3
h2s,7783-06-4,4-formylmorpholine,4394-85-8,0.684,40,0.3159999999999999,17.6,S,C1COCCN1C=O,19.372612,136,1,3
h2s,7783-06-4,DMSO,67-68-5,0.23,50,0.77,2.02,S,CS(=O)C,6.104763,19,1,3
h2s,7783-06-4,n-heptane,142-82-5,0.311,38,0.6890000000000001,10.2042,S,CCCCCCC,12.963619,105,1,3
h2s,7783-06-4,cyclohexane,110-82-7,0.533,50,0.467,21.9,S,C1CCCCC1,18.474945,5,1,3
h2s,7783-06-4,"n,n-dimethylacetamide",127-19-5,0.464,50,0.536,10.83,S,CC(=O)N(C)C,19.08059,72,1,3
h2s,7783-06-4,gamma-butyrolactone,96-48-0,0.213,30,0.787,5.32,S,C1CC(=O)OC1,4.3286133,140,1,3
h2s,7783-06-4,"n,n-dimethylacetamide",127-19-5,0.175,50,0.825,2.88,S,CC(=O)N(C)C,4.3139954,68,1,3
h2s,7783-06-4,cyclohexane,110-82-7,0.414,50,0.5860000000000001,17.8,S,C1CCCCC1,16.489933,4,1,3
h2s,7783-06-4,DMF,68-12-2,0.191,40,0.8089999999999999,4.74,S,CN(C)C=O,4.898628,36,1,3
h2s,7783-06-4,propanol,71-23-8,0.1051,40,0.8949,5.0,S,CCCO,1.9535637,121,1,3
h2s,7783-06-4,DMF,68-12-2,0.275,30,0.725,5.79,S,CN(C)C=O,8.643696,33,1,3
h2s,7783-06-4,gamma-butyrolactone,96-48-0,0.23,50,0.77,8.56,S,C1CC(=O)OC1,5.238205,151,1,3
h2s,7783-06-4,"n,n-dimethylacetamide",127-19-5,0.346,40,0.654,5.64,S,CC(=O)N(C)C,13.891876,64,1,3
h2s,7783-06-4,DMSO,67-68-5,0.627,40,0.373,13.46,S,CS(=O)C,18.534428,17,1,3
h2s,7783-06-4,"n,n-dimethylacetamide",127-19-5,0.182,30,0.8180000000000001,1.91,S,CC(=O)N(C)C,4.3314476,56,1,3
h2s,7783-06-4,propanol,71-23-8,0.0169,50,0.9831,0.98,S,CCCO,4.4225273,123,1,3
h2s,7783-06-4,DMF,68-12-2,0.252,50,0.748,7.68,S,CN(C)C=O,7.9312363,44,1,3
h2s,7783-06-4,n-hexane,110-54-3,0.539,50,0.461,20.0,S,CCCCCC,17.91502,85,1,3
h2s,7783-06-4,n-heptane,142-82-5,0.467,20,0.5329999999999999,10.057,S,CCCCCCC,16.870937,98,1,3
h2s,7783-06-4,DMF,68-12-2,0.253,40,0.747,6.45,S,CN(C)C=O,7.7625427,38,1,3
h2s,7783-06-4,"n,n-dimethylacetamide",127-19-5,0.276,40,0.724,4.15,S,CC(=O)N(C)C,9.717415,63,1,3
h2s,7783-06-4,benzene,71-43-2,0.936,50,0.0639999999999999,32.3,S,C1=CC=CC=C1,16.795387,80,1,3
h2s,7783-06-4,"n,n-dimethylacetamide",127-19-5,0.124,30,0.876,1.21,S,CC(=O)N(C)C,2.6034584,55,1,3
h2s,7783-06-4,n-hexane,110-54-3,0.656,50,0.344,23.8,S,CCCCCC,17.725098,86,1,3
h2s,7783-06-4,n-heptane,142-82-5,0.318,38,0.6819999999999999,10.2732,S,CCCCCCC,13.317612,106,1,3
h2s,7783-06-4,n-hexane,110-54-3,0.914,50,0.0859999999999999,32.0,S,CCCCCC,16.811073,88,1,3
h2s,7783-06-4,DMF,68-12-2,0.16,30,0.84,3.19,S,CN(C)C=O,3.8578453,29,1,3
h2s,7783-06-4,DMSO,67-68-5,0.169,40,0.831,1.26,S,CS(=O)C,3.1680489,9,1,3
h2s,7783-06-4,4-formylmorpholine,4394-85-8,0.984,40,0.016,27.81,S,C1COCCN1C=O,16.588764,137,1,3
h2s,7783-06-4,toluene,108-88-3,0.226,38,0.774,5.46754,S,CC1=CC=CC=C1,7.34317,90,1,3
h2s,7783-06-4,n-heptane,142-82-5,0.8767,20,0.1233,16.119,S,CCCCCCC,16.610554,101,1,3
h2s,7783-06-4,carbon-disulfide,75-15-0,0.7655,25,0.2345,16.05,S,C(=S)=S,18.952145,156,1,3
h2s,7783-06-4,gamma-butyrolactone,96-48-0,0.206,40,0.794,6.23,S,C1CC(=O)OC1,4.466942,145,1,3
h2s,7783-06-4,propanol,71-23-8,0.0405,30,0.9595,1.63,S,CCCO,2.13134,115,1,3
h2s,7783-06-4,n-heptane,142-82-5,0.166,38,0.834,5.64681,S,CCCCCCC,7.8264427,103,1,3
h2s,7783-06-4,n-heptane,142-82-5,0.266,20,0.734,6.241,S,CCCCCCC,10.494637,96,1,3
h2s,7783-06-4,n-heptane,142-82-5,0.5906,20,0.4094,12.183,S,CCCCCCC,17.133183,99,1,3
h2s,7783-06-4,"n,n-dimethylacetamide",127-19-5,0.411,30,0.589,5.86,S,CC(=O)N(C)C,16.700504,59,1,3
h2s,7783-06-4,propanol,71-23-8,0.1516,40,0.8484,7.36,S,CCCO,2.772377,122,1,3
h2s,7783-06-4,cyclohexane,110-82-7,0.33,50,0.6699999999999999,14.2,S,C1CCCCC1,13.115921,3,1,3
h2s,7783-06-4,benzene,71-43-2,0.262,50,0.738,7.9,S,C1=CC=CC=C1,9.57597,74,1,3
h2s,7783-06-4,"n,n-dimethylacetamide",127-19-5,0.406,40,0.594,7.19,S,CC(=O)N(C)C,16.968075,65,1,3
h2s,7783-06-4,cyclohexane,110-82-7,0.252,50,0.748,10.75,S,C1CCCCC1,10.656937,2,1,3
h2s,7783-06-4,m-xylene,108-38-3,0.8394,38,0.1606,21.3048,S,CC1=CC(=CC=C1)C,17.22002,52,1,3
h2s,7783-06-4,DMSO,67-68-5,0.501,50,0.499,5.05,S,CS(=O)C,18.843601,23,1,3
h2s,7783-06-4,cyclohexane,110-82-7,0.142,50,0.858,6.65,S,C1CCCCC1,7.8990784,1,1,3
h2s,7783-06-4,toluene,108-88-3,0.077,38,0.923,2.03395,S,CC1=CC=CC=C1,3.0228233,89,1,3
h2s,7783-06-4,propanol,71-23-8,0.039,50,0.961,2.15,S,CCCO,4.160389,124,1,3
h2s,7783-06-4,n-hexane,110-54-3,0.307,50,0.6930000000000001,12.05,S,CCCCCC,12.8688965,83,1,3
h2s,7783-06-4,"n,n-dimethylacetamide",127-19-5,0.28,30,0.72,3.35,S,CC(=O)N(C)C,9.643883,57,1,3
h2s,7783-06-4,gamma-butyrolactone,96-48-0,0.301,30,0.6990000000000001,7.95,S,C1CC(=O)OC1,7.295212,142,1,3
h2s,7783-06-4,n-heptane,142-82-5,0.043,38,0.957,1.59958,S,CCCCCCC,2.7948494,102,1,3
h2s,7783-06-4,DMF,68-12-2,0.214,50,0.786,6.44,S,CN(C)C=O,6.0482826,43,1,3
h2s,7783-06-4,m-xylene,108-38-3,0.4651,38,0.5348999999999999,11.7211,S,CC1=CC(=CC=C1)C,17.854118,49,1,3
h2s,7783-06-4,carbon-disulfide,75-15-0,0.5957,50,0.4043,22.96,S,C(=S)=S,19.944035,160,1,3
h2s,7783-06-4,DMSO,67-68-5,0.565,40,0.4350000000000001,8.43,S,CS(=O)C,18.635899,15,1,3
h2s,7783-06-4,4-formylmorpholine,4394-85-8,0.121,40,0.879,1.97,S,C1COCCN1C=O,-4.392975,131,1,3
h2s,7783-06-4,"n,n-dimethylacetamide",127-19-5,0.119,50,0.881,1.83,S,CC(=O)N(C)C,2.614151,67,1,3
h2s,7783-06-4,m-xylene,108-38-3,0.6873,38,0.3127,17.5127,S,CC1=CC(=CC=C1)C,17.837955,50,1,3
h2s,7783-06-4,DMF,68-12-2,0.159,40,0.841,3.88,S,CN(C)C=O,3.969429,35,1,3
h2s,7783-06-4,4-formylmorpholine,4394-85-8,0.583,40,0.417,13.7,S,C1COCCN1C=O,19.513805,135,1,3
h2s,7783-06-4,n-heptane,142-82-5,0.7164,20,0.2836,14.036,S,CCCCCCC,16.835346,100,1,3
h2s,7783-06-4,n-heptane,142-82-5,0.538,38,0.462,16.1337,S,CCCCCCC,17.606407,108,1,3
h2s,7783-06-4,4-formylmorpholine,4394-85-8,0.968,25,0.032,19.0,S,C1COCCN1C=O,16.700874,130,1,3
h2s,7783-06-4,carbon-disulfide,75-15-0,0.2821,25,0.7179,8.69,S,C(=S)=S,6.699932,154,1,3
h2s,7783-06-4,DMSO,67-68-5,0.405,40,0.595,2.22,S,CS(=O)C,15.998535,12,1,3
h2s,7783-06-4,m-xylene,108-38-3,0.9931,38,0.0069,26.269,S,CC1=CC(=CC=C1)C,16.40807,54,1,3
h2s,7783-06-4,DMSO,67-68-5,0.444,50,0.556,3.29,S,CS(=O)C,17.899254,22,1,3
h2s,7783-06-4,n-heptane,142-82-5,0.927,38,0.0729999999999999,24.2006,S,CCCCCCC,16.661507,114,1,3
h2s,7783-06-4,gamma-butyrolactone,96-48-0,0.249,30,0.751,6.37,S,C1CC(=O)OC1,5.33432,141,1,3
h2s,7783-06-4,DMF,68-12-2,0.216,40,0.784,5.4,S,CN(C)C=O,5.917099,37,1,3
h2s,7783-06-4,DMSO,67-68-5,0.601,40,0.399,11.23,S,CS(=O)C,18.56429,16,1,3
h2s,7783-06-4,m-xylene,108-38-3,0.1334,38,0.8666,3.83349,S,CC1=CC(=CC=C1)C,4.2256813,47,1,3
h2s,7783-06-4,4-formylmorpholine,4394-85-8,0.48,40,0.52,10.3,S,C1COCCN1C=O,16.808289,134,1,3
h2s,7783-06-4,gamma-butyrolactone,96-48-0,0.162,50,0.838,5.82,S,C1CC(=O)OC1,3.5194702,149,1,3
h2s,7783-06-4,DMF,68-12-2,0.19,50,0.81,5.66,S,CN(C)C=O,5.068489,42,1,3
h2s,7783-06-4,propanol,71-23-8,0.1489,50,0.8511,8.32,S,CCCO,2.8031006,127,1,3
h2s,7783-06-4,"n,n-dimethylacetamide",127-19-5,0.474,30,0.526,7.34,S,CC(=O)N(C)C,18.40308,60,1,3
h2s,7783-06-4,DMSO,67-68-5,0.646,50,0.354,18.58,S,CS(=O)C,18.76622,27,1,3
h2s,7783-06-4,propanol,71-23-8,0.1543,30,0.8457,6.5,S,CCCO,2.6358948,118,1,3
h2s,7783-06-4,propanol,71-23-8,0.0666,30,0.9334,2.68,S,CCCO,0.37856293,116,2,3
h2s,7783-06-4,DMSO,67-68-5,0.141,40,0.859,1.33,S,CS(=O)C,2.3741226,8,2,3
h2s,7783-06-4,propanol,71-23-8,0.1543,30,0.8457,6.5,S,CCCO,3.2678146,118,2,3
h2s,7783-06-4,DMSO,67-68-5,0.403,50,0.597,2.71,S,CS(=O)C,10.772507,21,2,3
h2s,7783-06-4,DMSO,67-68-5,0.627,40,0.373,13.46,S,CS(=O)C,15.6819725,17,2,3
h2s,7783-06-4,n-heptane,142-82-5,0.435,38,0.565,13.3758,S,CCCCCCC,10.714447,107,2,3
h2s,7783-06-4,n-heptane,142-82-5,0.3524,20,0.6476,7.896,S,CCCCCCC,8.277382,97,2,3
h2s,7783-06-4,"n,n-dimethylacetamide",127-19-5,0.271,50,0.729,5.0,S,CC(=O)N(C)C,8.898842,69,2,3
h2s,7783-06-4,m-xylene,108-38-3,0.8394,38,0.1606,21.3048,S,CC1=CC(=CC=C1)C,21.933304,52,2,3
h2s,7783-06-4,carbon-disulfide,75-15-0,0.9528,50,0.0472,33.66,S,C(=S)=S,26.747292,162,2,3
h2s,7783-06-4,gamma-butyrolactone,96-48-0,0.196,50,0.804,7.15,S,C1CC(=O)OC1,5.0767403,150,2,3
h2s,7783-06-4,"n,n-dimethylacetamide",127-19-5,0.406,40,0.594,7.19,S,CC(=O)N(C)C,10.831863,65,2,3
h2s,7783-06-4,"n,n-dimethylacetamide",127-19-5,0.34,50,0.6599999999999999,6.8,S,CC(=O)N(C)C,10.597378,70,2,3
h2s,7783-06-4,benzene,71-43-2,0.398,50,0.602,12.2,S,C1=CC=CC=C1,10.913994,75,2,3
h2s,7783-06-4,carbon-disulfide,75-15-0,0.7655,25,0.2345,16.05,S,C(=S)=S,17.580456,156,2,3
h2s,7783-06-4,n-heptane,142-82-5,0.927,38,0.0729999999999999,24.2006,S,CCCCCCC,24.443317,114,2,3
h2s,7783-06-4,propanol,71-23-8,0.1074,30,0.8926000000000001,4.31,S,CCCO,1.7049332,117,2,3
h2s,7783-06-4,propanol,71-23-8,0.0169,50,0.9831,0.98,S,CCCO,3.9599152,123,2,3
h2s,7783-06-4,benzene,71-43-2,0.262,50,0.738,7.9,S,C1=CC=CC=C1,8.26152,74,2,3
h2s,7783-06-4,m-xylene,108-38-3,0.9501,38,0.0499,24.8211,S,CC1=CC(=CC=C1)C,25.445393,53,2,3
h2s,7783-06-4,benzene,71-43-2,0.521,50,0.479,16.15,S,C1=CC=CC=C1,14.1233635,76,2,3
h2s,7783-06-4,DMSO,67-68-5,0.445,40,0.5549999999999999,2.89,S,CS(=O)C,10.883278,13,2,3
h2s,7783-06-4,n-heptane,142-82-5,0.043,38,0.957,1.59958,S,CCCCCCC,1.7865639,102,2,3
h2s,7783-06-4,"n,n-dimethylacetamide",127-19-5,0.119,50,0.881,1.83,S,CC(=O)N(C)C,5.5544434,67,2,3
h2s,7783-06-4,n-hexane,110-54-3,0.788,50,0.212,27.9,S,CCCCCC,20.721313,87,2,3
h2s,7783-06-4,carbon-disulfide,75-15-0,0.5957,50,0.4043,22.96,S,C(=S)=S,16.039848,160,2,3
h2s,7783-06-4,cyclohexane,110-82-7,0.776,50,0.224,30.35,S,C1CCCCC1,20.80944,7,2,3
h2s,7783-06-4,DMF,68-12-2,0.253,40,0.747,6.45,S,CN(C)C=O,8.43219,38,2,3
h2s,7783-06-4,"n,n-dimethylacetamide",127-19-5,0.124,30,0.876,1.21,S,CC(=O)N(C)C,3.9114723,55,2,3
h2s,7783-06-4,DMSO,67-68-5,0.501,50,0.499,5.05,S,CS(=O)C,12.979969,23,2,3
h2s,7783-06-4,DMF,68-12-2,0.271,50,0.729,8.46,S,CN(C)C=O,9.498169,45,2,3
h2s,7783-06-4,n-heptane,142-82-5,0.545,38,0.455,16.2716,S,CCCCCCC,12.425171,109,2,3
h2s,7783-06-4,m-xylene,108-38-3,0.3139,38,0.6860999999999999,7.7911,S,CC1=CC(=CC=C1)C,8.649406,48,2,3
h2s,7783-06-4,n-heptane,142-82-5,0.311,38,0.6890000000000001,10.2042,S,CCCCCCC,8.58173,105,2,3
h2s,7783-06-4,n-hexane,110-54-3,0.421,50,0.579,16.0,S,CCCCCC,11.307999,84,2,3
h2s,7783-06-4,gamma-butyrolactone,96-48-0,0.162,50,0.838,5.82,S,C1CC(=O)OC1,3.3952408,149,2,3
h2s,7783-06-4,benzene,71-43-2,0.144,50,0.856,4.55,S,C1=CC=CC=C1,4.8119736,73,2,3
h2s,7783-06-4,cyclohexane,110-82-7,0.252,50,0.748,10.75,S,C1CCCCC1,8.914379,2,2,3
h2s,7783-06-4,DMSO,67-68-5,0.646,50,0.354,18.58,S,CS(=O)C,17.115479,27,2,3
h2s,7783-06-4,DMF,68-12-2,0.16,30,0.84,3.19,S,CN(C)C=O,4.838024,29,2,3
h2s,7783-06-4,toluene,108-88-3,0.077,38,0.923,2.03395,S,CC1=CC=CC=C1,2.6560059,89,2,3
h2s,7783-06-4,4-formylmorpholine,4394-85-8,0.563,25,0.4370000000000001,9.42,S,C1COCCN1C=O,15.568958,128,2,3
h2s,7783-06-4,n-heptane,142-82-5,0.18,38,0.8200000000000001,6.06739,S,CCCCCCC,4.67453,104,2,3
h2s,7783-06-4,gamma-butyrolactone,96-48-0,0.206,40,0.794,6.23,S,C1CC(=O)OC1,4.9952126,145,2,3
h2s,7783-06-4,toluene,108-88-3,0.836,38,0.164,21.8564,S,CC1=CC=CC=C1,21.978172,93,2,3
h2s,7783-06-4,DMF,68-12-2,0.255,30,0.745,5.28,S,CN(C)C=O,7.881954,32,2,3
h2s,7783-06-4,cyclohexane,110-82-7,0.657,50,0.343,25.85,S,C1CCCCC1,17.129192,6,2,3
h2s,7783-06-4,m-xylene,108-38-3,0.0403,38,0.9597,1.46169,S,CC1=CC(=CC=C1)C,4.2375793,46,2,3
h2s,7783-06-4,"n,n-dimethylacetamide",127-19-5,0.175,50,0.825,2.88,S,CC(=O)N(C)C,5.1832657,68,2,3
h2s,7783-06-4,DMSO,67-68-5,0.65,40,0.35,15.35,S,CS(=O)C,16.356941,18,2,3
h2s,7783-06-4,gamma-butyrolactone,96-48-0,0.301,30,0.6990000000000001,7.95,S,C1CC(=O)OC1,7.997467,142,2,3
h2s,7783-06-4,gamma-butyrolactone,96-48-0,0.28,50,0.72,10.71,S,C1CC(=O)OC1,8.514839,152,2,3
h2s,7783-06-4,DMSO,67-68-5,0.565,40,0.4350000000000001,8.43,S,CS(=O)C,13.917397,15,2,3
h2s,7783-06-4,propanol,71-23-8,0.1516,40,0.8484,7.36,S,CCCO,3.487381,122,2,3
h2s,7783-06-4,4-formylmorpholine,4394-85-8,0.799,25,0.201,15.0,S,C1COCCN1C=O,20.795826,129,2,3
h2s,7783-06-4,DMSO,67-68-5,0.301,40,0.6990000000000001,1.82,S,CS(=O)C,8.281372,11,2,3
h2s,7783-06-4,gamma-butyrolactone,96-48-0,0.17,40,0.83,5.09,S,C1CC(=O)OC1,3.3504868,144,2,3
h2s,7783-06-4,4-formylmorpholine,4394-85-8,0.968,25,0.032,19.0,S,C1COCCN1C=O,24.649303,130,2,3
h2s,7783-06-4,DMSO,67-68-5,0.624,50,0.376,15.98,S,CS(=O)C,16.446178,26,2,3
h2s,7783-06-4,4-formylmorpholine,4394-85-8,0.304,40,0.696,5.55,S,C1COCCN1C=O,9.492905,132,2,3
h2s,7783-06-4,gamma-butyrolactone,96-48-0,0.292,40,0.708,9.32,S,C1CC(=O)OC1,8.329578,147,2,3
h2s,7783-06-4,propanol,71-23-8,0.0405,30,0.9595,1.63,S,CCCO,-0.57326126,115,2,3
h2s,7783-06-4,n-heptane,142-82-5,0.675,38,0.325,20.2016,S,CCCCCCC,15.911537,110,2,3
h2s,7783-06-4,DMSO,67-68-5,0.23,50,0.77,2.02,S,CS(=O)C,6.4761505,19,2,3
h2s,7783-06-4,benzene,71-43-2,0.738,50,0.262,24.15,S,C1=CC=CC=C1,20.384495,78,2,3
h2s,7783-06-4,n-hexane,110-54-3,0.307,50,0.6930000000000001,12.05,S,CCCCCC,8.944725,83,2,3
h2s,7783-06-4,DMF,68-12-2,0.19,50,0.81,5.66,S,CN(C)C=O,6.600189,42,2,3
h2s,7783-06-4,n-heptane,142-82-5,0.166,38,0.834,5.64681,S,CCCCCCC,4.36977,103,2,3
h2s,7783-06-4,DMF,68-12-2,0.252,50,0.748,7.68,S,CN(C)C=O,8.968189,44,2,3
h2s,7783-06-4,carbon-disulfide,75-15-0,0.9563,25,0.0436999999999999,19.34,S,C(=S)=S,23.91307,157,2,3
h2s,7783-06-4,gamma-butyrolactone,96-48-0,0.23,50,0.77,8.56,S,C1CC(=O)OC1,6.576645,151,2,3
h2s,7783-06-4,cyclohexane,110-82-7,0.085,50,0.915,4.0,S,C1CCCCC1,6.305088,0,2,3
h2s,7783-06-4,n-heptane,142-82-5,0.266,20,0.734,6.241,S,CCCCCCC,6.5058517,96,2,3
h2s,7783-06-4,DMSO,67-68-5,0.563,50,0.4370000000000001,9.99,S,CS(=O)C,14.660938,24,2,3
h2s,7783-06-4,n-heptane,142-82-5,0.538,38,0.462,16.1337,S,CCCCCCC,12.278053,108,2,3
h2s,7783-06-4,carbon-disulfide,75-15-0,0.6038,25,0.3962,13.79,S,C(=S)=S,14.172733,155,2,3
h2s,7783-06-4,n-hexane,110-54-3,0.095,50,0.905,4.3,S,CCCCCC,3.1140404,81,2,3
h2s,7783-06-4,m-xylene,108-38-3,0.7514,38,0.2486,19.1674,S,CC1=CC(=CC=C1)C,19.213058,51,2,3
h2s,7783-06-4,toluene,108-88-3,0.226,38,0.774,5.46754,S,CC1=CC=CC=C1,6.803467,90,2,3
h2s,7783-06-4,cyclohexane,110-82-7,0.142,50,0.858,6.65,S,C1CCCCC1,5.455303,1,2,3
h2s,7783-06-4,DMSO,67-68-5,0.169,40,0.831,1.26,S,CS(=O)C,3.368988,9,2,3
h2s,7783-06-4,DMF,68-12-2,0.192,30,0.808,3.89,S,CN(C)C=O,5.625244,30,2,3
h2s,7783-06-4,DMSO,67-68-5,0.444,50,0.556,3.29,S,CS(=O)C,11.5516815,22,2,3
h2s,7783-06-4,DMF,68-12-2,0.275,30,0.725,5.79,S,CN(C)C=O,8.418678,33,2,3
h2s,7783-06-4,n-heptane,142-82-5,0.8767,20,0.1233,16.119,S,CCCCCCC,20.689537,101,2,3
h2s,7783-06-4,gamma-butyrolactone,96-48-0,0.107,50,0.893,3.74,S,C1CC(=O)OC1,1.4457245,148,2,3
h2s,7783-06-4,DMF,68-12-2,0.159,40,0.841,3.88,S,CN(C)C=O,5.438408,35,2,3
h2s,7783-06-4,propanol,71-23-8,0.1489,50,0.8511,8.32,S,CCCO,3.6997147,127,2,3
h2s,7783-06-4,n-hexane,110-54-3,0.914,50,0.0859999999999999,32.0,S,CCCCCC,25.31705,88,2,3
h2s,7783-06-4,n-hexane,110-54-3,0.539,50,0.461,20.0,S,CCCCCC,13.230236,85,2,3
h2s,7783-06-4,n-hexane,110-54-3,0.656,50,0.344,23.8,S,CCCCCC,16.289654,86,2,3
h2s,7783-06-4,DMSO,67-68-5,0.233,40,0.767,1.6,S,CS(=O)C,6.125229,10,2,3
h2s,7783-06-4,DMF,68-12-2,0.122,30,0.878,2.39,S,CN(C)C=O,5.559227,28,2,3
h2s,7783-06-4,"n,n-dimethylacetamide",127-19-5,0.178,40,0.8220000000000001,2.38,S,CC(=O)N(C)C,4.957863,62,2,3
h2s,7783-06-4,n-heptane,142-82-5,0.1638,20,0.8362,3.979,S,CCCCCCC,3.6948967,95,2,3
h2s,7783-06-4,benzene,71-43-2,0.936,50,0.0639999999999999,32.3,S,C1=CC=CC=C1,26.516644,80,2,3
h2s,7783-06-4,n-heptane,142-82-5,0.68,38,0.32,20.2706,S,CCCCCCC,16.073956,111,2,3
h2s,7783-06-4,4-formylmorpholine,4394-85-8,0.121,40,0.879,1.97,S,C1COCCN1C=O,0.12639618,131,2,3
h2s,7783-06-4,"n,n-dimethylacetamide",127-19-5,0.346,40,0.654,5.64,S,CC(=O)N(C)C,10.060505,64,2,3
h2s,7783-06-4,"n,n-dimethylacetamide",127-19-5,0.28,30,0.72,3.35,S,CC(=O)N(C)C,7.9570694,57,2,3
h2s,7783-06-4,carbon-disulfide,75-15-0,0.1919,25,0.8081,7.1,S,C(=S)=S,4.4624786,153,2,3
h2s,7783-06-4,DMF,68-12-2,0.121,40,0.879,2.91,S,CN(C)C=O,6.2135963,34,2,3
h2s,7783-06-4,propanol,71-23-8,0.0641,50,0.9359,3.48,S,CCCO,0.7948189,125,2,3
h2s,7783-06-4,propanol,71-23-8,0.0398,40,0.9602,1.88,S,CCCO,0.20246124,119,2,3
h2s,7783-06-4,DMF,68-12-2,0.158,50,0.842,4.64,S,CN(C)C=O,5.985306,41,2,3
h2s,7783-06-4,propanol,71-23-8,0.1051,40,0.8949,5.0,S,CCCO,1.8845482,121,2,3
h2s,7783-06-4,carbon-disulfide,75-15-0,0.2982,50,0.7018,13.93,S,C(=S)=S,8.593143,159,2,3
h2s,7783-06-4,n-heptane,142-82-5,0.819,38,0.181,22.8906,S,CCCCCCC,20.604832,112,2,3
h2s,7783-06-4,"n,n-dimethylacetamide",127-19-5,0.4,50,0.6,8.62,S,CC(=O)N(C)C,11.409885,71,2,3
h2s,7783-06-4,DMF,68-12-2,0.214,50,0.786,6.44,S,CN(C)C=O,7.546417,43,2,3
h2s,7783-06-4,DMSO,67-68-5,0.598,50,0.402,12.92,S,CS(=O)C,15.670929,25,2,3
h2s,7783-06-4,m-xylene,108-38-3,0.1334,38,0.8666,3.83349,S,CC1=CC(=CC=C1)C,3.5776405,47,2,3
h2s,7783-06-4,gamma-butyrolactone,96-48-0,0.177,30,0.823,4.35,S,C1CC(=O)OC1,3.2292747,139,2,3
h2s,7783-06-4,4-formylmorpholine,4394-85-8,0.684,40,0.3159999999999999,17.6,S,C1COCCN1C=O,19.631489,136,2,3
h2s,7783-06-4,gamma-butyrolactone,96-48-0,0.249,30,0.751,6.37,S,C1CC(=O)OC1,6.1612015,141,2,3
h2s,7783-06-4,"n,n-dimethylacetamide",127-19-5,0.182,30,0.8180000000000001,1.91,S,CC(=O)N(C)C,4.7748566,56,2,3
h2s,7783-06-4,n-heptane,142-82-5,0.845,38,0.155,23.0974,S,CCCCCCC,21.524002,113,2,3
h2s,7783-06-4,DMSO,67-68-5,0.405,40,0.595,2.22,S,CS(=O)C,10.160477,12,2,3
h2s,7783-06-4,m-xylene,108-38-3,0.9931,38,0.0069,26.269,S,CC1=CC(=CC=C1)C,26.791428,54,2,3
h2s,7783-06-4,n-heptane,142-82-5,0.318,38,0.6819999999999999,10.2732,S,CCCCCCC,8.759552,106,2,3
h2s,7783-06-4,n-heptane,142-82-5,0.467,20,0.5329999999999999,10.057,S,CCCCCCC,9.976112,98,2,3
h2s,7783-06-4,4-formylmorpholine,4394-85-8,0.366,40,0.634,7.53,S,C1COCCN1C=O,11.695454,133,2,3
h2s,7783-06-4,DMSO,67-68-5,0.503,40,0.497,4.29,S,CS(=O)C,12.282162,14,2,3
h2s,7783-06-4,m-xylene,108-38-3,0.4651,38,0.5348999999999999,11.7211,S,CC1=CC(=CC=C1)C,11.214088,49,2,3
h2s,7783-06-4,DMF,68-12-2,0.273,40,0.727,7.06,S,CN(C)C=O,8.966885,39,2,3
h2s,7783-06-4,carbon-disulfide,75-15-0,0.2172,50,0.7827999999999999,11.24,S,C(=S)=S,5.90506,158,2,3
h2s,7783-06-4,m-xylene,108-38-3,0.6873,38,0.3127,17.5127,S,CC1=CC(=CC=C1)C,17.321712,50,2,3
h2s,7783-06-4,4-formylmorpholine,4394-85-8,0.583,40,0.417,13.7,S,C1COCCN1C=O,17.374409,135,2,3
h2s,7783-06-4,cyclohexane,110-82-7,0.33,50,0.6699999999999999,14.2,S,C1CCCCC1,11.227261,3,2,3
h2s,7783-06-4,cyclohexane,110-82-7,0.533,50,0.467,21.9,S,C1CCCCC1,14.335484,5,2,3
h2s,7783-06-4,DMF,68-12-2,0.216,40,0.784,5.4,S,CN(C)C=O,7.1340294,37,2,3
h2s,7783-06-4,toluene,108-88-3,0.427,38,0.573,10.3421,S,CC1=CC=CC=C1,10.528858,91,2,3
h2s,7783-06-4,propanol,71-23-8,0.039,50,0.961,2.15,S,CCCO,1.1773033,124,2,3
h2s,7783-06-4,"n,n-dimethylacetamide",127-19-5,0.47,40,0.53,9.03,S,CC(=O)N(C)C,12.218639,66,2,3
